_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,business_category,business_category:confidence,description_available,description_available:confidence,website_match_yn,website_match_yn:confidence,orig__canary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,billing_country,business_category_gold,business_name,description_available_gold,google1_correct_website,google1_correct_website_found,google1_correct_website_found_gold,google1_correct_website_foundconfidence,google1_correct_website_gold,google1_correct_website_worker_input,google1_correct_website_worker_inputconfidence,google1_correct_websiteconfidence,website,website_match_yn_gold
474823191,FALSE,,finalized,3,6/4/14 21:57,Other,0.6741,yes,1,website_yes_match,1,,FALSE,5/28/14 20:31,3,470788309,finalized,Spain,,BeFactory and BeRepublic,,http://berepublic.es/,yes,,0.6538,,berepublic.es,0.2263,0.6538,,
474823193,FALSE,,finalized,3,6/4/14 15:32,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:55,3,470788346,finalized,United States,,Best Friends For Frosting,,http://bestfriendsforfrosting.com/,yes,,1,,bestfriendsforfrosting.com,1,1,bestfriendsforfrosting.com,
474823194,FALSE,,finalized,3,6/4/14 6:06,Other,0.6764,yes,1,website_yes_match,1,,FALSE,5/28/14 18:25,3,470790495,finalized,United States,,GOGII Inc.,,http://beta.gogii.com/,yes,,0.6538,,beta.gogii.com,0.2263,0.3462,,
474823195,FALSE,,finalized,3,6/4/14 21:34,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:10,3,470788360,finalized,Germany,,Betvictor - Germany,,http://betvictor.com/,yes,,1,,betvictor.com,0.3642,0.6879,,
474823199,FALSE,,finalized,3,6/4/14 15:35,Other,0.708,yes,1,website_yes_match,1,,FALSE,5/28/14 19:45,3,470788548,finalized,United States,,Brand Networks,,http://bn.co/,yes,,1,,bn.co,0.6667,1,http://brandnetworksinc.com/,
474823201,FALSE,,finalized,3,6/4/14 0:16,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:29,3,470788517,finalized,,,Boston Herald,,http://bostonherald.com/,yes,,1,,bostonherald.com,0.6667,1,www.bostonherald.com/?,
474823203,FALSE,,finalized,3,6/5/14 0:15,Auto,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:21,3,470788568,finalized,Germany,,Bridgestone Deutschland GmbH - Germany,,http://bridgestone.de/,yes,,0.68,,bridgestone.de,0.2448,0.68,bridgestone.de,
474823206,FALSE,,finalized,3,6/4/14 8:09,Other,0.6129,yes,1,website_yes_match,1,,FALSE,5/28/14 18:23,3,470788593,finalized,United States,,Broad Street Interactive,,http://broadstreetco.com/,yes,,1,,broadstreetco.com,1,1,www.broadstreetinteractive.com,
474823212,FALSE,,finalized,3,6/4/14 13:19,Retail,0.3821,yes,1,website_yes_match,1,,FALSE,5/28/14 18:37,3,470788665,finalized,United States,,Buzzstarter,,http://buzzstarter.com/,yes,,1,,buzzstarter.com,0.6667,1,www.buzzstarter.com,
474823215,FALSE,,finalized,3,6/3/14 12:26,Other,0.6452,yes,1,website_yes_match,1,,FALSE,5/28/14 19:47,3,470789228,finalized,United States,,Cramer-Krasselt - Chicago,,http://c-k.com/,yes,,1,,c-k.com/,0.6667,1,www.c-k.com,
474823217,FALSE,,finalized,3,6/5/14 0:11,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:00,3,470788772,finalized,United States,,Carmichael Lynch,,http://carmichaellynch.com/,yes,,1,,carmichaellynch.com,0.6667,1,http://carmichaellynch.com/,
474823218,FALSE,,finalized,3,6/4/14 22:57,Other,0.715,yes,1,website_yes_match,1,,FALSE,5/28/14 20:46,3,470788809,finalized,United States,,Catalyst SF,,http://catalystsf.com/,yes,,1,,catalystsf.com/,0.6667,1,www.catalystsf.com,
474823222,FALSE,,finalized,3,6/4/14 15:44,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:56,3,470788838,finalized,Germany,,CDM - Germany,,http://cdmsmith.com/,yes,,1,,cdmsmith.com,0.6957,1,,
474823225,FALSE,,finalized,3,6/4/14 10:55,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:50,3,470788847,finalized,United States,,Cedar Sinai,,http://cedars-sinai.edu/,yes,,1,,cedars-sinai.edu,0.6522,1,,
474823227,FALSE,,finalized,3,6/4/14 23:40,CPG,0.6697,yes,1,website_yes_match,1,,FALSE,5/28/14 18:12,3,470788899,finalized,United States,,CH Distillery,,http://chdistillery.com/,yes,,0.75,,chdistillery.com,0.5625,0.75,http://www.chdistillery.com/,
474823237,FALSE,,finalized,3,6/3/14 9:35,Financial Services,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:31,3,470789085,finalized,Germany,,comdirect bank Aktiengesellschaft - Germany,,http://COMDIRECT.DE/,yes,,0.6538,,COMDIRECT.DE,0.2263,0.3462,www.comdirect.de,
474823238,FALSE,,finalized,3,6/2/14 22:56,Auto,0.6392,yes,1,website_yes_match,1,,FALSE,5/28/14 19:20,3,470789098,finalized,Germany,,Comparis.ch - Germany,,http://Comparis.ch/,yes,,0.6538,,Comparis.ch,0.2263,0.3462,,
474823253,FALSE,,finalized,3,6/4/14 19:56,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:57,3,470791400,finalized,Germany,,KB ConnectedMedia GmbH - Germany,,http://connectedmedia.eu/,yes,,1,,connectedmedia.eu,0.6667,1,,
474823257,FALSE,,finalized,3,6/4/14 9:39,Financial Services,0.6429,yes,1,website_yes_match,1,,FALSE,5/28/14 19:43,5,470789212,finalized,United States,,Covestor,,http://covestor.com/,yes,,1,,covestor.com,0.6276,1,http://covestor.com/,
474823259,FALSE,,finalized,3,6/4/14 14:42,Other,0.6923,yes,1,website_yes_match,1,,FALSE,5/28/14 20:45,3,470789303,finalized,Spain,,Cursos Extranjeros,,http://cursoextranjeros.uma.es/,yes,,0.6538,,cursoextranjeros.uma.es,0.2263,0.6538,www.gursos.com,
474823260,FALSE,,finalized,3,6/4/14 10:57,CPG,0.7141,yes,1,website_yes_match,1,,FALSE,5/28/14 18:55,3,470789350,finalized,France,,Danone Waters - Volvic - France,,http://danone.com/,yes,,1,,danone.com,0.3642,0.6763,,
474823263,FALSE,,finalized,3,6/4/14 15:32,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:39,3,470792461,finalized,Germany,,mysurvey.com - Germany,,http://de.mysurvey.com/,yes,,1,,de.mysurvey.com/,0.6667,0.6667,,
474823264,FALSE,,finalized,3,6/4/14 15:26,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:00,3,470793162,finalized,Germany,,Plan.net - Hamburg,,http://de.plan-net.com/,yes,,1,,de.plan-net.com,0.6923,1,www.plan-net-group.com,
474823265,FALSE,,finalized,3,6/3/14 0:19,Other,0.6964,yes,1,website_yes_match,1,,FALSE,5/28/14 18:52,3,470794059,finalized,Germany,,sMeet Communications GmbH - Germany,,http://de.smeet.com/,yes,,1,,de.smeet.com,0.6957,1,www.smeet.com,
474823268,FALSE,,finalized,3,6/3/14 22:31,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:35,3,470795151,finalized,Germany,,Vente Privee - Germany,,http://de.vente-privee.com/,yes,,0.6538,,de.vente-privee.com,0.2263,0.3462,,
474823270,FALSE,,finalized,3,6/4/14 7:34,Financial Services,0.6333,yes,1,website_yes_match,1,,FALSE,5/28/14 19:58,3,470789397,finalized,United States,,Dean Media Group,,http://deanmediagroup.com/,yes,,1,,deanmediagroup.com,0.5942,1,http://www.deanmg.com/,
474823274,FALSE,,finalized,3,6/4/14 22:56,Financial Services,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:55,4,470789469,finalized,Germany,,Deutsche B?rse - Germany,,http://deutsche-boerse.com/,yes,,0.7941,,deutsche-boerse.com,0.4204,0.7941,,
474823276,FALSE,,finalized,3,6/4/14 19:59,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:32,3,470789523,finalized,Germany,,digitaleprodukte dipro GmbH - Germany,,http://digitaleprodukte.com/,yes,,1,,digitaleprodukte.com/,0.6538,1,www.digitaleprodukte.de,
474823278,FALSE,,finalized,3,6/5/14 0:02,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:11,3,470789528,finalized,United States,,Digital Marketing NOW,,http://digitalmarketingnow.com/,yes,,1,,digitalmarketingnow.com,0.6923,0.6923,http://digitalmarketingnow.com,
474823279,FALSE,,finalized,3,6/4/14 13:00,Other,0.7015,yes,1,website_yes_match,1,,FALSE,5/28/14 22:13,3,470789603,finalized,United States,,DMNmedia,,http://dmnmedia.com/,yes,,1,,dmnmedia.com,0.64,1,dmnmedia.com,
474823280,FALSE,,finalized,3,6/3/14 20:42,Other,0.6602,yes,1,website_yes_match,1,,FALSE,5/28/14 18:52,3,470789682,finalized,Spain,,DTIME GROUP,,http://dtimegroup.com/,yes,,0.6538,,dtimegroup.com,0.2263,0.6538,www.dtimegroup.com,
474823284,FALSE,,finalized,3,6/4/14 10:05,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:23,3,470789817,finalized,Germany,,EliteMedianet GmbH - Germany,,http://elitepartner.de/,yes,,0.64,,elitepartner.de,0.2304,0.64,http://www.elitepartner.de,
474823286,FALSE,,finalized,3,6/4/14 21:57,Other,0.6493,yes,1,website_yes_match,1,,FALSE,5/28/14 19:29,3,470789819,finalized,United States,,Elite SEM,,http://elitesem.com/,yes,,1,,elitesem.com/,0.6667,1,elitesem.com,
474823287,FALSE,,finalized,3,6/4/14 11:45,Other,0.6651,yes,1,website_yes_match,1,,FALSE,5/28/14 19:54,3,470790321,finalized,Germany,,G+J ems - Netherlands,,http://ems.guj.com/,yes,,1,,ems.guj.com/,0.6667,0.6667,www.ems.guj.de,
474823288,FALSE,,finalized,3,6/4/14 8:37,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:11,3,470789850,finalized,Italy,,Endivia Srl - Italy,,http://endivia.it/,yes,,1,,endivia.it/,0.3462,1,http://endivia.it,
474823289,FALSE,,finalized,3,6/4/14 9:08,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:30,3,470789873,finalized,Spain,,Entonegroup Spain,,http://entertainmentone.com/,yes,,0.6538,,entertainmentone.com/,0.2263,0.3462,,
474823290,FALSE,,finalized,3,6/4/14 11:29,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:04,3,470789904,finalized,Poland,,Equinox Polska,,http://equinoxpolska.pl/,yes,,1,,equinoxpolska.pl,0.375,1,,
474823291,FALSE,,finalized,3,6/4/14 12:18,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:38,4,470789962,finalized,Germany,,Evania GmbH - Germany,,http://evania.de/,yes,,1,,evania.de,0.5143,1,www.evania.de,
474823292,FALSE,,finalized,3,6/4/14 13:51,CPG,0.3687,yes,1,website_yes_match,1,,FALSE,5/28/14 19:16,3,470787990,finalized,Germany,,Apotheke zur Rose - Germany,,http://zurrose.de/,yes,,1,,ewdata.in/apotheke-zur-rose.de,0.3642,0.6358,apotheke-zur-rose.de,
474823293,FALSE,,finalized,3,6/2/14 19:22,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:03,3,470789997,finalized,United States,,Exodus Door and Window,,http://exdw.com/,yes,,1,,exdw.com,0.6667,1,http://exdw.com/,
474823294,FALSE,,finalized,3,6/4/14 10:10,Financial Services,0.6421,yes,1,website_yes_match,1,,FALSE,5/28/14 19:51,3,470790005,finalized,United States,,Experian Consumer Services,,http://Experian.com/,yes,,0.68,,Experian.com,0.2448,0.36,www.freecreditscore.com,
474823295,FALSE,,finalized,3,6/4/14 13:18,Retail,0.3614,yes,1,website_yes_match,1,,FALSE,5/28/14 19:08,3,470790032,finalized,United States,,Fab,,http://fab.com/,yes,,1,,fab.com,0.7391,1,www.fab.com,
474823296,FALSE,,finalized,4,6/2/14 20:35,Other,0.7472,yes,1,website_yes_match,1,,FALSE,5/28/14 18:44,3,470790074,finalized,United States,,Fathom,,http://fathom.info/,yes,,1,,fathom.info,0.64,0.64,www.fathomdelivers.com,
474823297,FALSE,,finalized,3,6/4/14 9:22,Other,0.6121,yes,1,website_yes_match,1,,FALSE,5/28/14 18:43,3,470790148,finalized,United States,,FlipSite Media,,http://flipsitemedia.com/,yes,,1,,flipsitemedia.com,0.6667,1,http://www.flipsitemedia.com/,
474823298,FALSE,,finalized,3,6/4/14 21:44,Other,0.3957,yes,0.629,website_yes_match,0.629,,FALSE,5/28/14 18:07,3,470790150,finalized,Germany,,Flirtfair - Germany,,http://flirtfair.de.incom.pk/,yes,,0.6538,,flirtfair.de.incom.pk,0.2263,0.3462,,
474823299,FALSE,,finalized,3,6/4/14 8:14,Retail,0.6596,yes,1,website_yes_match,1,,FALSE,5/28/14 19:56,4,470788825,finalized,France,,Caudalie-France,,http://fr.caudalie.com/,yes,,1,,fr.caudalie.com,0.506,1,,
474823300,FALSE,,finalized,3,6/2/14 23:15,Other,0.6473,yes,1,website_yes_match,1,,FALSE,5/28/14 21:11,3,470790327,finalized,United States,,G7 Enterprises,,http://g7enterprises.com/,yes,,1,,g7enterprises.com/,0.7021,1,http://g7enterprises.com/,
474823301,FALSE,,finalized,3,6/4/14 22:01,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:57,3,470790342,finalized,,,GameCap.com,,http://gamecap.com/,yes,,0.6667,,gamecap.com/,0.4444,0.6667,http://gamecap.com/,
474823302,FALSE,,finalized,3,6/4/14 21:51,Other,0.69,yes,1,website_yes_match,1,,FALSE,5/28/14 18:18,3,470790382,finalized,United States,,GCI Health,,http://gcihealth.com/,yes,,1,,gcihealth.com,0.6667,1,,
474823303,FALSE,,finalized,3,6/4/14 10:29,Retail,0.6286,yes,1,website_yes_match,1,,FALSE,5/28/14 18:17,4,470790451,finalized,United Kingdom,,Giff Gaff - United Kingdom,,http://giffgaff.com/,yes,,1,,giffgaff.com,0.5143,1,www.giffgaff.com,
474823304,FALSE,,finalized,3,6/4/14 9:31,Other,0.6967,yes,1,website_yes_match,1,,FALSE,5/28/14 20:08,3,470790493,finalized,United States,,godfrey Q - SF,,http://godfreyq.com/,yes,,1,,godfreyq.com/,0.6538,1,http://www.gqpsf.com/,
474823305,FALSE,,finalized,3,6/4/14 14:05,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:01,3,470790557,finalized,United States,,Gray Television,,http://gray.tv/,yes,,1,,gray.tv,0.6667,1,http://www.graycommunications.com/,
474823306,FALSE,,finalized,3,6/4/14 15:13,Retail,0.6468,yes,1,website_yes_match,1,,FALSE,5/28/14 20:58,3,470790580,finalized,United States,,Grey - NYC,,http://grey.com/,yes,,1,,grey.com,0.6538,1,http://www.grey.com/newyork/,
474823307,FALSE,,finalized,3,6/4/14 22:47,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:52,3,470790581,finalized,United States,,Grey SF,,http://grey.com/,yes,,1,,grey.com,0.72,0.72,http://www.grey.com/,
474823308,FALSE,,finalized,3,6/3/14 19:40,Other,0.6611,yes,1,website_yes_match,1,,FALSE,5/28/14 21:54,3,470790544,finalized,Germany,,Gr?nland Records - Germany,,http://groenland.com/,yes,,1,,groenland.com/,0.6604,1,0,
474823309,FALSE,,finalized,3,6/4/14 7:59,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:41,3,470790683,finalized,United States,,Hampton & Associates,,http://hamptonexecutivesearch.com/,yes,,1,,hamptonexecutivesearch.com/,0.3491,0.6858,,
474823310,FALSE,,finalized,3,6/3/14 13:50,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:13,4,470790729,finalized,United States,,HCK2,,http://hck2.com/,yes,,1,,hck2.com,0.4706,1,http://hck2.com/,
474823311,FALSE,,finalized,3,6/3/14 20:23,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:00,3,470788821,finalized,,,Catho - BRAZIL,,http://home.catho.com.br/,yes,,1,,home.catho.com.br,0.6538,1,http://www.catho.com.br/,
474823312,FALSE,,finalized,3,6/4/14 9:10,Retail,0.6605,yes,1,website_yes_match,1,,FALSE,5/28/14 20:41,3,470790841,finalized,United States,,Hoover Vacuum Cleaners,,http://hoover.com/,yes,,1,,hoover.com/,0.3673,0.6939,www.ttifloorcare.com,
474823313,FALSE,,finalized,3,6/4/14 21:37,Financial Services,0.6719,yes,1,website_yes_match,1,,FALSE,5/28/14 17:49,3,470787413,finalized,United States,,24/7 Wall St.,,http://247wallst.com/,yes,,1,,http://247wallst.com/,0.6358,1,http://247wallst.com/,
474823314,FALSE,,finalized,3,6/4/14 10:22,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:39,4,470787417,finalized,United States,,26 Dot Two,,http://26dottwo.com/,yes,,1,,http://26dottwo.com/,0.7429,1,http://26dottwo.com/,
474823315,FALSE,,finalized,3,6/4/14 13:31,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:04,4,470787424,finalized,United States,,365 Plus Media,,http://365plusmedia.com/,yes,,1,,http://365plusmedia.com/,0.7941,1,www.365plusmedia.com,
474823316,FALSE,,finalized,3,6/5/14 0:24,CPG,0.6333,yes,1,website_yes_match,1,,FALSE,5/28/14 19:33,3,470787466,finalized,United States,,Abbott Nutrition,,http://abbottnutrition.com/,yes,,1,,http://abbottnutrition.com/,0.3462,1,http://abbottnutrition.com,
474823317,FALSE,,finalized,3,6/4/14 10:05,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:46,3,470787469,finalized,United States,,ABC Network Television,,http://abc.go.com/,yes,,1,,http://abc.go.com/,0.68,1,http://abc.go.com/,
474823318,FALSE,,finalized,3,6/5/14 0:35,Travel,0.6354,yes,1,website_yes_match,1,,FALSE,5/28/14 20:15,3,470787476,finalized,Spain,,Aboattime - Spain,,http://aboattime.com/,yes,,0.6538,,http://aboattime.com,0.2263,0.6538,aboattime.com,
474823319,FALSE,,finalized,3,6/4/14 12:07,Other,0.7065,yes,1,website_yes_match,1,,FALSE,5/28/14 18:24,3,470787515,finalized,,,Acoordant Media,,http://accordantmedia.com/,yes,,1,,http://accordantmedia.com/,0.5909,1,,
474823320,FALSE,,finalized,3,6/4/14 23:08,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:15,3,470787493,finalized,United Kingdom,,Accord Group - United Kingdom,,http://accordgroup.org.uk/,yes,,1,,http://accordgroup.org.uk/,0.36,0.72,http://accordgroup.co.uk,
474823321,FALSE,,finalized,3,6/4/14 11:34,Financial Services,0.641,yes,1,website_yes_match,1,,FALSE,5/28/14 21:32,3,470787514,finalized,Canada,,Ackroo,,http://ackroo.com/,yes,,1,,http://ackroo.com/,1,1,,
474823322,FALSE,,finalized,3,6/3/14 21:54,Other,0.3623,yes,1,website_yes_match,1,,FALSE,5/28/14 21:21,3,470787516,finalized,Italy,,Acqua Group - Italy,,http://acquagroup.it/,yes,,1,,http://acquagroup.it/home.php,0.6205,1,,
474823323,FALSE,,finalized,4,6/4/14 7:01,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:23,3,470787542,finalized,Germany,,ad agents GmbH Herrenberg - Germany,,http://ad-agents.com/,yes,,1,,http://ad-agents.com/,0.68,1,www.ad-agents.com,
474823324,FALSE,,finalized,3,6/4/14 11:32,Financial Services,0.6748,yes,1,website_yes_match,1,,FALSE,5/28/14 20:24,3,470787641,finalized,,,Ad Pulse,,http://ad-pulse.eu/,yes,,1,,http://ad-pulse.eu/,1,1,,
474823325,FALSE,,finalized,3,6/4/14 12:56,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:38,3,470787678,finalized,Germany,,adWings Limited & co.KG -Haupt - Germany,,http://ad-wings.com/,yes,,1,,http://ad-wings.com/,0.3333,1,,
474823326,FALSE,,finalized,3,6/4/14 11:40,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 22:40,3,470787559,finalized,Germany,,adcloud GmbH - Germany,,http://adcloud.com/,yes,,1,,http://adcloud.com/de/,0.3333,0.6667,www.adcloud.net,
474823327,FALSE,,finalized,3,6/4/14 7:26,Retail,0.6176,yes,1,website_yes_match,1,,FALSE,5/28/14 20:26,3,470787563,finalized,United States,,Adconion Media Group,,http://adconion.com/,yes,,1,,http://adconion.com/,0.6327,1,http://www.adconion.com/us/index.html,
474823328,FALSE,,finalized,4,6/4/14 8:37,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:34,3,470787567,finalized,Germany,,add2 GmbH - Germany,,http://add2.de/,yes,,0.6879,,http://add2.de/,0.2505,0.6879,,
474823329,FALSE,,finalized,3,6/4/14 10:32,Other,0.6145,yes,1,website_yes_match,1,,FALSE,5/28/14 18:26,3,470787594,finalized,Switzerland,,adisfaction - Switzerland,,http://adisfaction.ch/,yes,,0.6735,,http://adisfaction.ch/,0.2474,0.6735,adisfaction.ch,
474823330,FALSE,,finalized,3,6/4/14 4:02,Other,0.6129,yes,1,website_yes_match,1,,FALSE,5/28/14 21:21,3,470787602,finalized,United States,,AdLift Media,,http://adliftmedia.com/,yes,,1,,http://adliftmedia.com/,1,1,http://www.adlift.com/,
474823331,FALSE,,finalized,3,6/4/14 9:04,Other,0.665,yes,1,website_yes_match,1,,FALSE,5/28/14 19:35,3,470787608,finalized,,,AdMarvel,,http://admarvel.com/,yes,,1,,http://admarvel.com/,0.6667,1,http://www.admarvel.com/,
474823333,FALSE,,finalized,3,6/4/14 8:07,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:48,3,470787620,finalized,Germany,,adnatives new media - Germany,,http://adnatives.com/,yes,,0.6429,,http://adnatives.com,0.2296,0.6429,http://www.adnatives.com/online-media-marketing,
474823334,FALSE,,finalized,3,6/4/14 14:27,Other,0.6467,yes,1,website_yes_match,1,,FALSE,5/28/14 20:06,3,470787621,finalized,United States,,Adnectar,,http://adnectar.com/,yes,,1,,http://adnectar.com/,0.6667,1,http://www.adnectar.com/,
474823335,FALSE,,finalized,3,6/4/14 10:41,Other,0.6629,yes,1,website_yes_match,1,,FALSE,5/28/14 21:50,3,470792934,finalized,,,Outsourced Ad Ops,,http://adops.com/,yes,,1,,http://adops.com/,1,1,www.adops.com,
474823337,FALSE,,finalized,3,6/4/14 3:19,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 22:11,3,470787647,finalized,Germany,,Ads4performance LTD - Germany,,http://ads4performance.com/#home,yes,,1,,http://ads4performance.com/#home,1,1,,
474823374,FALSE,,finalized,3,6/3/14 17:30,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:48,3,470792225,finalized,United Kingdom,,Microsoft Advertising United Kingdom,,http://advertising.microsoft.com/en-uk/,yes,,1,,http://advertising.microsoft.com/en-uk/home,0.3618,0.3618,,
